Image,Class,height,kfold
image4773.jpg,Attire,39,0
image627.jpg,Food,80,0
image10728.jpg,Attire,80,0
image1925.jpg,Attire,80,0
image1310.jpg,Attire,52,0
image7052.jpg,misc,60,0
image9840.jpg,Decorationandsignage,120,0
image3089.jpg,Decorationandsignage,60,0
image10707.jpg,Food,107,0
image8662.jpg,misc,53,0
image6770.jpg,Decorationandsignage,45,0
image2397.jpg,Decorationandsignage,60,0
image8680.jpg,Food,60,0
image10244.jpg,Attire,60,0
image10325.jpg,Food,53,0
image6402.jpg,misc,107,0
image5676.jpg,Food,89,0
image6299.jpg,Attire,142,0
image3658.jpg,Attire,107,0
image7184.jpg,Food,79,0
image1841.jpg,misc,60,0
image901.jpg,Attire,120,0
image4563.jpg,Attire,119,0
image9616.jpg,Attire,50,0
image8969.jpg,Food,106,0
image739.jpg,misc,64,0
image2828.jpg,Food,50,0
image8143.jpg,Attire,53,0
image8166.jpg,Decorationandsignage,53,0
image10879.jpg,Attire,80,0
image7771.jpg,Food,60,0
image9093.jpg,Attire,53,0
image229.jpg,Attire,53,0
image3374.jpg,Food,53,0
image9503.jpg,Attire,60,0
image4430.jpg,Decorationandsignage,45,0
image2547.jpg,Food,60,0
image2861.jpg,Food,60,0
image6438.jpg,Decorationandsignage,53,0
image1415.jpg,Attire,80,0
image7467.jpg,Attire,66,0
image7947.jpg,Food,53,0
image10807.jpg,Decorationandsignage,80,0
image7481.jpg,misc,107,0
image1349.jpg,Decorationandsignage,53,0
image479.jpg,misc,80,0
image9531.jpg,Attire,120,0
image969.jpg,misc,53,0
image3971.jpg,misc,56,0
image8526.jpg,Attire,80,0
image2631.jpg,Decorationandsignage,53,0
image10475.jpg,Decorationandsignage,142,0
image4064.jpg,Attire,53,0
image8420.jpg,Decorationandsignage,54,0
image9528.jpg,misc,41,0
image7329.jpg,Food,116,0
image10820.jpg,Attire,109,0
image8168.jpg,Attire,42,0
image5650.jpg,misc,80,0
image7063.jpg,Food,120,0
image4103.jpg,Food,107,0
image10783.jpg,Food,60,0
image3933.jpg,Food,107,0
image1381.jpg,Attire,53,0
image1063.jpg,Attire,53,0
image7991.jpg,Decorationandsignage,53,0
image7832.jpg,misc,53,0
image1115.jpg,Food,120,0
image7691.jpg,Attire,122,0
image5540.jpg,Food,60,0
image3937.jpg,Decorationandsignage,54,0
image6563.jpg,misc,107,0
image10036.jpg,Food,107,0
image1810.jpg,misc,60,0
image5990.jpg,Food,60,0
image10880.jpg,Food,60,0
image937.jpg,Food,53,0
image5749.jpg,Attire,60,0
image4942.jpg,Food,107,0
image4908.jpg,misc,68,0
image6961.jpg,Food,80,0
image6173.jpg,Attire,120,0
image3273.jpg,Attire,53,0
image8937.jpg,Attire,120,0
image1561.jpg,Decorationandsignage,60,0
image10603.jpg,Attire,107,0
image8247.jpg,misc,36,0
image7236.jpg,Food,53,0
image9929.jpg,Attire,80,0
image10368.jpg,Attire,104,0
image8960.jpg,Food,60,0
image8583.jpg,Attire,90,0
image2691.jpg,Food,39,0
image8253.jpg,Attire,69,0
image7589.jpg,Attire,80,0
image9479.jpg,Attire,53,0
image9652.jpg,Food,80,0
image8571.jpg,Food,120,0
image5241.jpg,misc,53,0
image6844.jpg,misc,107,0
image2110.jpg,Food,53,0
image10188.jpg,Food,60,0
image4229.jpg,misc,59,0
image8892.jpg,Decorationandsignage,106,0
image8687.jpg,Food,80,0
image7743.jpg,Food,54,0
image2218.jpg,Food,80,0
image5649.jpg,Food,54,0
image10741.jpg,Decorationandsignage,65,0
image3457.jpg,Food,53,0
image7837.jpg,Attire,79,0
image1835.jpg,Decorationandsignage,60,0
image10533.jpg,Attire,83,0
image2561.jpg,Decorationandsignage,53,0
image5763.jpg,misc,96,0
image10403.jpg,misc,60,0
image7119.jpg,Attire,60,0
image3606.jpg,Food,120,0
image2827.jpg,misc,96,0
image2144.jpg,misc,53,0
image2737.jpg,misc,53,0
image2294.jpg,Decorationandsignage,121,0
image2125.jpg,misc,53,0
image9212.jpg,Food,80,0
image7415.jpg,Food,120,0
image6424.jpg,Food,60,0
image4741.jpg,Food,53,0
image6103.jpg,misc,54,0
image4279.jpg,Food,60,0
image9741.jpg,Attire,80,0
image7451.jpg,Food,53,0
image8226.jpg,misc,45,0
image2464.jpg,Food,107,0
image1354.jpg,Decorationandsignage,53,0
image920.jpg,Food,53,0
image4396.jpg,Food,60,0
image2646.jpg,Attire,60,0
image2113.jpg,Decorationandsignage,60,0
image10808.jpg,Attire,70,0
image4828.jpg,misc,53,0
image1419.jpg,misc,60,0
image3497.jpg,Decorationandsignage,60,0
image7384.jpg,Attire,60,0
image5410.jpg,Food,53,0
image7607.jpg,Food,53,0
image7035.jpg,Attire,107,0
image4859.jpg,Attire,119,0
image504.jpg,misc,60,0
image6567.jpg,Attire,80,0
image9315.jpg,misc,53,0
image4872.jpg,Decorationandsignage,61,0
image8974.jpg,misc,60,0
image3336.jpg,Decorationandsignage,66,0
image8767.jpg,Food,60,0
image7848.jpg,Food,45,0
image9695.jpg,Attire,76,0
image5479.jpg,Food,60,0
image2187.jpg,misc,53,0
image7036.jpg,Decorationandsignage,53,0
image4146.jpg,Food,60,0
image8320.jpg,Attire,60,0
image6321.jpg,Attire,53,0
image7463.jpg,Food,120,0
image4462.jpg,Food,53,0
image4348.jpg,Food,120,0
image8356.jpg,Attire,75,0
image1584.jpg,misc,53,0
image8098.jpg,Food,60,0
image7385.jpg,Attire,120,0
image5465.jpg,Food,60,0
image6746.jpg,Decorationandsignage,53,0
image9474.jpg,Attire,107,0
image7558.jpg,Food,60,0
image10458.jpg,Food,54,0
image8542.jpg,misc,54,0
image5952.jpg,Attire,120,0
image1566.jpg,Attire,60,0
image3366.jpg,misc,40,0
image1617.jpg,misc,120,0
image8857.jpg,Attire,120,0
image3786.jpg,Decorationandsignage,53,0
image9633.jpg,Food,107,0
image9643.jpg,Attire,126,0
image805.jpg,Food,58,0
image10865.jpg,Decorationandsignage,120,0
image10395.jpg,Food,60,0
image510.jpg,Attire,84,0
image4915.jpg,Decorationandsignage,53,0
image9413.jpg,misc,45,0
image9053.jpg,Attire,120,0
image7483.jpg,Food,107,0
image4129.jpg,Food,53,0
image9128.jpg,Food,60,0
image2040.jpg,misc,54,0
image5884.jpg,Food,60,0
image4641.jpg,misc,53,0
image3477.jpg,misc,58,0
image2939.jpg,misc,50,0
image5874.jpg,Food,80,0
image3414.jpg,Attire,107,0
image196.jpg,Attire,60,0
image158.jpg,Food,80,0
image247.jpg,Food,53,0
image8999.jpg,Food,53,0
image1622.jpg,Decorationandsignage,60,0
image919.jpg,Decorationandsignage,53,0
image5160.jpg,Food,60,0
image290.jpg,Food,80,0
image3140.jpg,Food,60,0
image4808.jpg,misc,107,0
image10120.jpg,Food,125,0
image320.jpg,Decorationandsignage,60,0
image8712.jpg,Food,120,0
image5117.jpg,Attire,80,0
image9568.jpg,misc,80,0
image5781.jpg,Attire,120,0
image7078.jpg,Food,60,0
image9292.jpg,Food,60,0
image9586.jpg,Food,120,0
image5426.jpg,misc,120,0
image5681.jpg,Food,120,0
image9395.jpg,Food,60,0
image2481.jpg,misc,35,0
image1605.jpg,Food,120,0
image7983.jpg,misc,60,0
image2929.jpg,Decorationandsignage,45,0
image5836.jpg,misc,33,0
image10869.jpg,Food,107,0
image4869.jpg,Attire,102,0
image10440.jpg,Food,45,0
image240.jpg,Attire,58,0
image9094.jpg,Attire,60,0
image5923.jpg,Food,45,0
image5341.jpg,Food,53,0
image2654.jpg,Decorationandsignage,53,0
image9195.jpg,Food,53,0
image8729.jpg,Food,63,0
image2451.jpg,Food,80,0
image5909.jpg,Attire,120,0
image10504.jpg,Food,68,0
image2056.jpg,Attire,117,0
image138.jpg,Attire,53,0
image5066.jpg,Attire,80,0
image8116.jpg,Attire,44,0
image3758.jpg,Food,53,0
image6939.jpg,misc,53,0
image1543.jpg,Attire,60,0
image7113.jpg,misc,53,0
image752.jpg,Decorationandsignage,80,0
image5894.jpg,Decorationandsignage,60,0
image7629.jpg,Food,107,0
image6712.jpg,Decorationandsignage,107,0
image9074.jpg,Decorationandsignage,53,0
image3705.jpg,Food,80,0
image10584.jpg,Food,107,0
image2065.jpg,Attire,58,0
image1587.jpg,Food,53,0
image1843.jpg,Attire,110,0
image7353.jpg,misc,68,0
image3172.jpg,Attire,120,0
image10069.jpg,Food,60,0
image2662.jpg,misc,53,0
image9624.jpg,misc,60,0
image9091.jpg,Attire,36,0
image5986.jpg,Attire,53,0
image3137.jpg,misc,84,0
image1222.jpg,Food,53,0
image7179.jpg,Decorationandsignage,60,0
image8882.jpg,Food,60,0
image5780.jpg,Decorationandsignage,53,0
image9331.jpg,Food,53,0
image2019.jpg,misc,120,0
image708.jpg,Food,107,0
image443.jpg,Attire,112,0
image6355.jpg,misc,53,0
image907.jpg,misc,120,0
image3793.jpg,Food,80,0
image3768.jpg,Food,60,0
image10773.jpg,Attire,53,0
image10383.jpg,Attire,107,0
image804.jpg,Food,53,0
image10633.jpg,Attire,82,0
image9895.jpg,Food,107,0
image3521.jpg,Food,53,0
image7799.jpg,Attire,60,0
image4971.jpg,Food,60,0
image2082.jpg,Attire,42,0
image3169.jpg,Food,120,0
image5526.jpg,Food,60,0
image5971.jpg,Decorationandsignage,53,0
image7497.jpg,misc,60,0
image1567.jpg,misc,80,0
image3885.jpg,Decorationandsignage,50,0
image3878.jpg,Food,53,0
image5841.jpg,misc,60,0
image10257.jpg,Decorationandsignage,60,0
image2097.jpg,misc,60,0
image10090.jpg,misc,73,0
image6754.jpg,Food,60,0
image9510.jpg,Attire,53,0
image8385.jpg,Attire,120,0
image9052.jpg,Decorationandsignage,107,0
image9822.jpg,Food,80,0
image616.jpg,misc,80,0
image2255.jpg,Food,60,0
image4210.jpg,Attire,107,0
image3742.jpg,Attire,53,0
image8574.jpg,Food,43,0
image7138.jpg,Food,53,0
image8324.jpg,Food,53,0
image9325.jpg,misc,60,0
image3858.jpg,Attire,107,0
image3727.jpg,Food,80,0
image4707.jpg,Attire,53,0
image8877.jpg,Attire,60,0
image2990.jpg,misc,60,0
image7165.jpg,Food,51,0
image8977.jpg,Food,112,0
image8438.jpg,misc,53,0
image8514.jpg,Decorationandsignage,60,0
image6883.jpg,Attire,60,0
image6730.jpg,misc,80,0
image9815.jpg,Decorationandsignage,107,0
image6127.jpg,misc,53,0
image9497.jpg,Food,60,0
image4826.jpg,Food,45,0
image1507.jpg,Food,53,0
image4240.jpg,Food,80,0
image1520.jpg,Food,107,0
image4964.jpg,Attire,105,0
image4090.jpg,misc,80,0
image10202.jpg,Attire,107,0
image694.jpg,Food,80,0
image7877.jpg,misc,56,0
image4823.jpg,Attire,100,0
image10593.jpg,Food,75,0
image1105.jpg,Food,107,0
image6974.jpg,misc,53,0
image5624.jpg,Decorationandsignage,51,0
image9689.jpg,Attire,142,0
image3617.jpg,Food,80,0
image10476.jpg,Food,41,0
image2534.jpg,Food,60,0
image5300.jpg,Food,80,0
image1528.jpg,Food,80,0
image6921.jpg,misc,59,0
image10321.jpg,Food,77,0
image6018.jpg,Food,53,0
image4950.jpg,Food,60,0
image334.jpg,Decorationandsignage,107,0
image8757.jpg,Attire,60,0
image2562.jpg,Decorationandsignage,107,0
image981.jpg,Attire,80,0
image10396.jpg,Food,120,0
image8441.jpg,Food,60,0
image1019.jpg,misc,64,0
image3851.jpg,Attire,120,0
image4796.jpg,Food,53,0
image2718.jpg,Food,120,0
image3207.jpg,Food,54,0
image10666.jpg,Food,45,0
image9607.jpg,Food,53,0
image5459.jpg,misc,53,0
image5021.jpg,Attire,122,0
image7885.jpg,Attire,70,0
image1295.jpg,Food,80,0
image6085.jpg,Food,60,0
image9115.jpg,Attire,107,0
image8455.jpg,Attire,80,0
image9957.jpg,Food,76,0
image2886.jpg,misc,107,0
image8367.jpg,Decorationandsignage,80,0
image6293.jpg,Decorationandsignage,60,0
image6584.jpg,misc,60,0
image6606.jpg,misc,53,0
image7930.jpg,misc,60,0
image8592.jpg,Food,50,0
image3517.jpg,misc,54,0
image5286.jpg,Attire,60,0
image7242.jpg,Food,107,0
image4928.jpg,Attire,60,0
image187.jpg,misc,53,0
image1275.jpg,Attire,142,0
image9245.jpg,Food,60,0
image2652.jpg,Attire,121,0
image6139.jpg,Food,53,0
image5798.jpg,Attire,108,0
image3046.jpg,misc,80,0
image4420.jpg,Food,107,0
image2449.jpg,Food,53,0
image4688.jpg,Attire,107,0
image1194.jpg,Food,54,0
image5808.jpg,Food,111,0
image3498.jpg,Attire,107,0
image4029.jpg,misc,120,0
image70.jpg,Decorationandsignage,60,0
image5002.jpg,Attire,120,0
image1952.jpg,misc,53,0
image6860.jpg,Food,53,0
image6188.jpg,Decorationandsignage,60,0
image6928.jpg,Food,68,0
image10273.jpg,Attire,120,0
image8795.jpg,Attire,60,0
image9318.jpg,Food,66,0
image10646.jpg,Attire,45,0
image3673.jpg,Attire,80,0
image8560.jpg,Attire,60,0
image4679.jpg,Attire,104,0
image1353.jpg,Food,53,0
image987.jpg,Food,80,0
image3100.jpg,Food,53,0
image853.jpg,misc,65,0
image8883.jpg,Attire,125,0
image618.jpg,Food,80,0
image2472.jpg,Food,60,0
image10615.jpg,Food,60,0
image7840.jpg,Food,68,0
image1719.jpg,Attire,120,0
image10424.jpg,Food,120,0
image3916.jpg,misc,60,0
image6669.jpg,Decorationandsignage,142,0
image3686.jpg,Attire,60,0
image1205.jpg,Attire,80,0
image8072.jpg,Decorationandsignage,60,0
image6899.jpg,Attire,79,0
image1836.jpg,Decorationandsignage,54,0
image10572.jpg,Food,80,0
image5314.jpg,misc,69,0
image8986.jpg,misc,60,0
image180.jpg,Attire,80,0
image274.jpg,misc,60,0
image8323.jpg,Attire,120,0
image585.jpg,misc,95,0
image3807.jpg,Food,60,0
image911.jpg,Food,74,0
image9713.jpg,Attire,106,0
image4088.jpg,Food,53,0
image1299.jpg,Food,107,0
image6573.jpg,Attire,53,0
image5660.jpg,misc,60,0
image558.jpg,Food,120,0
image5037.jpg,Food,107,0
image2108.jpg,Food,80,0
image1300.jpg,Decorationandsignage,60,0
image4159.jpg,Decorationandsignage,107,0
image4085.jpg,misc,60,0
image9307.jpg,misc,120,0
image4351.jpg,Attire,57,0
image10638.jpg,Attire,63,0
image9917.jpg,Food,107,0
image10580.jpg,Food,120,0
image8057.jpg,Attire,118,0
image3413.jpg,misc,112,0
image5643.jpg,Attire,80,0
image7610.jpg,misc,56,0
image6590.jpg,Attire,54,0
image5793.jpg,misc,60,0
image587.jpg,Attire,60,0
image6593.jpg,Food,53,0
image7677.jpg,Food,58,0
image1314.jpg,Attire,54,0
image6247.jpg,Food,60,0
image1159.jpg,Food,89,0
image4765.jpg,Food,134,0
image3534.jpg,Attire,107,0
image3163.jpg,Attire,53,0
image2173.jpg,Food,107,0
image4300.jpg,Attire,93,0
image8875.jpg,Food,71,0
image1991.jpg,Food,45,0
image8106.jpg,Decorationandsignage,53,0
image724.jpg,Food,121,0
image8285.jpg,Food,45,0
image7652.jpg,Attire,120,0
image3641.jpg,Decorationandsignage,98,0
image2235.jpg,Attire,86,0
image10393.jpg,Attire,97,0
image4294.jpg,Food,70,0
image10493.jpg,Food,60,0
image2560.jpg,misc,60,0
image7323.jpg,Decorationandsignage,77,0
image1134.jpg,Decorationandsignage,53,0
image8256.jpg,Food,120,0
image6716.jpg,Attire,120,0
image5145.jpg,Attire,53,0
image9948.jpg,misc,60,0
image2950.jpg,Food,120,0
image9871.jpg,Attire,60,0
image2128.jpg,Attire,119,0
image7626.jpg,Food,51,0
image9320.jpg,Food,107,0
image8836.jpg,Food,53,0
image5224.jpg,Attire,60,0
image522.jpg,Attire,120,0
image6220.jpg,Decorationandsignage,54,0
image1499.jpg,Attire,103,0
image8458.jpg,Decorationandsignage,107,0
image5544.jpg,Attire,60,0
image9428.jpg,Food,41,0
image10068.jpg,Decorationandsignage,112,0
image5013.jpg,Food,80,0
image7240.jpg,misc,64,0
image5307.jpg,misc,49,0
image1792.jpg,Decorationandsignage,60,0
image5930.jpg,Attire,60,0
image3958.jpg,Attire,60,0
image6114.jpg,Attire,95,0
image9536.jpg,Attire,53,0
image2656.jpg,misc,60,0
image6686.jpg,Decorationandsignage,60,0
image8871.jpg,Decorationandsignage,107,0
image7351.jpg,misc,58,0
image10226.jpg,Food,112,0
image5004.jpg,Decorationandsignage,53,0
image2369.jpg,Attire,80,0
image4203.jpg,Attire,61,0
image874.jpg,misc,53,0
image5531.jpg,Attire,60,0
image7571.jpg,Food,60,0
image10844.jpg,Attire,80,0
image6694.jpg,misc,60,0
image10110.jpg,Attire,53,0
image4992.jpg,misc,53,0
image2874.jpg,Decorationandsignage,53,0
image7766.jpg,Food,120,0
image2271.jpg,misc,76,0
image7958.jpg,Food,60,0
image9215.jpg,Food,60,0
image4197.jpg,Attire,127,0
image2676.jpg,Food,60,0
image7149.jpg,Attire,84,0
image7209.jpg,Food,120,0
image8036.jpg,Food,53,0
image8388.jpg,Food,80,0
image1305.jpg,Attire,120,0
image9455.jpg,misc,60,0
image7851.jpg,Food,53,0
image10161.jpg,misc,53,0
image5022.jpg,Decorationandsignage,51,0
image3077.jpg,Food,80,0
image6683.jpg,Attire,53,0
image1542.jpg,Food,53,0
image4830.jpg,misc,120,0
image3733.jpg,Food,53,0
image9934.jpg,Decorationandsignage,60,0
image6100.jpg,misc,54,0
image7047.jpg,Attire,107,0
image9039.jpg,Attire,60,0
image6625.jpg,Decorationandsignage,60,0
image1660.jpg,Attire,93,0
image6115.jpg,Attire,55,0
image9370.jpg,Food,49,0
image7613.jpg,Attire,53,0
image4708.jpg,misc,45,0
image10824.jpg,Decorationandsignage,107,0
image7293.jpg,Decorationandsignage,60,0
image8272.jpg,Attire,86,0
image6370.jpg,Food,122,0
image6249.jpg,Attire,120,0
image2933.jpg,Attire,104,0
image7354.jpg,misc,54,0
image2780.jpg,Food,54,0
image4402.jpg,misc,107,0
image9657.jpg,Attire,87,0
image6804.jpg,Attire,80,0
image5631.jpg,Food,60,0
image121.jpg,Attire,53,0
image4540.jpg,Attire,46,0
image2862.jpg,Food,59,0
image1309.jpg,misc,45,0
image3711.jpg,Attire,53,0
image10277.jpg,Food,80,0
image3585.jpg,misc,55,0
image9909.jpg,Food,60,0
image2270.jpg,Attire,53,0
image4022.jpg,Food,80,0
image4484.jpg,Food,80,0
image5999.jpg,Food,75,0
image8453.jpg,Attire,120,0
image9009.jpg,misc,60,0
image8555.jpg,Food,107,0
image8705.jpg,Attire,124,0
image3067.jpg,Food,107,0
image5864.jpg,Decorationandsignage,60,0
image4357.jpg,Attire,80,0
image3613.jpg,Food,60,0
image6023.jpg,misc,53,0
image8185.jpg,misc,120,0
image4809.jpg,misc,106,0
image5452.jpg,misc,60,0
image6677.jpg,Decorationandsignage,53,0
image10384.jpg,Food,102,0
image6874.jpg,Food,87,0
image4761.jpg,Food,60,0
image4739.jpg,Food,45,0
image9417.jpg,misc,120,0
image4730.jpg,Food,107,0
image4254.jpg,Food,53,0
image5794.jpg,Food,60,0
image5946.jpg,misc,53,0
image10696.jpg,Attire,118,0
image10148.jpg,Attire,144,0
image3910.jpg,Food,52,0
image924.jpg,misc,60,0
image790.jpg,Food,60,0
image2086.jpg,misc,60,0
image10754.jpg,Attire,107,0
image8212.jpg,Attire,120,0
image5212.jpg,Attire,60,0
image36.jpg,Decorationandsignage,60,0
image9321.jpg,Decorationandsignage,58,0
image1709.jpg,Food,60,0
image6476.jpg,misc,143,0
image3789.jpg,misc,53,0
image5913.jpg,Attire,120,0
image8640.jpg,Food,60,0
image4737.jpg,Attire,69,0
image8191.jpg,Attire,53,0
image674.jpg,Attire,53,0
image8518.jpg,Food,60,0
image1438.jpg,Food,60,0
image10573.jpg,Decorationandsignage,60,0
image8023.jpg,Attire,107,0
image9217.jpg,Attire,48,0
image9702.jpg,Food,60,0
image9682.jpg,Decorationandsignage,60,0
image4609.jpg,Attire,60,0
image8796.jpg,Attire,107,0
image1286.jpg,Food,53,0
image5578.jpg,Decorationandsignage,60,0
image3017.jpg,misc,112,0
image8132.jpg,Attire,107,0
image1505.jpg,Food,60,0
image2324.jpg,Food,107,0
image7830.jpg,Food,107,0
image6641.jpg,Attire,107,0
image4122.jpg,Food,107,0
image6273.jpg,Food,60,0
image7870.jpg,Attire,109,0
image5629.jpg,Attire,56,0
image6628.jpg,Food,53,0
image1357.jpg,Attire,125,0
image4496.jpg,Attire,60,0
image4066.jpg,Food,80,0
image7279.jpg,Attire,63,0
image6302.jpg,misc,60,0
image2478.jpg,Attire,134,0
image5139.jpg,Food,60,0
image7573.jpg,Attire,120,0
image9126.jpg,Attire,42,0
image6660.jpg,Food,53,0
image3743.jpg,misc,53,0
image6621.jpg,misc,53,0
image5831.jpg,Attire,80,0
image3637.jpg,Attire,53,0
image9658.jpg,Attire,53,0
image3292.jpg,misc,59,0
image7476.jpg,Food,53,0
image4443.jpg,Food,80,0
image10121.jpg,Food,60,0
image7223.jpg,misc,107,0
image9180.jpg,Attire,53,0
image5554.jpg,Food,53,0
image10299.jpg,misc,53,0
image6133.jpg,Food,60,0
image9956.jpg,Food,80,0
image3154.jpg,Attire,79,0
image2228.jpg,Food,101,0
image8893.jpg,misc,64,0
image1012.jpg,Food,60,0
image8866.jpg,misc,100,0
image10225.jpg,Decorationandsignage,53,0
image10446.jpg,Attire,80,0
image3461.jpg,misc,120,0
image9416.jpg,Food,55,0
image4288.jpg,Decorationandsignage,60,0
image9082.jpg,Food,176,0
image1422.jpg,Attire,87,0
image4763.jpg,Attire,53,0
image428.jpg,Attire,54,0
image7807.jpg,misc,110,0
image4776.jpg,Food,80,0
image6767.jpg,Food,60,0
image10371.jpg,misc,80,0
image3111.jpg,Attire,50,0
image3810.jpg,Attire,69,0
image1739.jpg,misc,54,0
image6923.jpg,Food,80,0
image6689.jpg,Food,60,0
image4855.jpg,misc,60,0
image7680.jpg,Attire,80,0
image4637.jpg,Attire,61,0
image3730.jpg,misc,60,0
image3693.jpg,Attire,96,0
image8899.jpg,Food,53,0
image570.jpg,misc,107,0
image863.jpg,Food,60,0
image7356.jpg,Attire,120,0
image33.jpg,Decorationandsignage,53,0
image2160.jpg,Attire,120,0
image5717.jpg,Attire,120,0
image4616.jpg,Food,53,0
image3605.jpg,Food,60,0
image2617.jpg,misc,53,0
image6999.jpg,Food,107,0
image7686.jpg,Food,53,0
image1404.jpg,Attire,100,0
image2592.jpg,misc,53,0
image625.jpg,Attire,60,0
image4247.jpg,Attire,64,0
image4425.jpg,misc,60,0
image9491.jpg,Attire,60,0
image6368.jpg,Food,78,0
image310.jpg,Attire,107,0
image9990.jpg,Attire,54,0
image10435.jpg,Food,60,0
image1585.jpg,Food,60,0
image5834.jpg,Decorationandsignage,60,0
image5821.jpg,Decorationandsignage,53,0
image2714.jpg,Attire,60,0
image4520.jpg,Decorationandsignage,51,0
image7104.jpg,Attire,120,0
image9697.jpg,misc,60,0
image7180.jpg,Food,60,0
image10732.jpg,Attire,120,0
image6190.jpg,Food,53,0
image3882.jpg,Attire,120,0
image6547.jpg,Food,53,0
image3343.jpg,Food,235,0
image5817.jpg,Food,111,0
image9737.jpg,Attire,50,0
image9993.jpg,Food,107,0
image7291.jpg,Attire,60,0
image3886.jpg,misc,55,0
image9954.jpg,misc,53,0
image6441.jpg,Attire,80,0
image2541.jpg,Attire,53,0
image6108.jpg,Decorationandsignage,80,0
image9819.jpg,Food,60,0
image5951.jpg,Food,80,0
image10176.jpg,Food,53,0
image8221.jpg,Attire,120,0
image5584.jpg,Attire,60,0
image6104.jpg,Decorationandsignage,60,0
image9947.jpg,Food,119,0
image1484.jpg,misc,60,0
image7359.jpg,Attire,121,0
image8568.jpg,misc,79,0
image10483.jpg,Decorationandsignage,60,0
image10750.jpg,Food,60,0
image2018.jpg,Food,117,0
image5545.jpg,Decorationandsignage,120,0
image8920.jpg,Decorationandsignage,53,0
image10514.jpg,misc,60,0
image8550.jpg,Food,60,0
image4167.jpg,Decorationandsignage,120,0
image9402.jpg,Attire,120,0
image4498.jpg,Food,53,0
image4747.jpg,Food,60,0
